а;0,01844532279314888;0,03431952662721893
ааааа;0,0013175230566534915;0,002366863905325444
аати;0,0013175230566534915;0,0035502958579881655
абердина;0,002635046113306983;0,001183431952662722
абзацами;0,0013175230566534915;0,002366863905325444
абиола;0,0013175230566534915;0,004733727810650888
абонемент;0,005270092226613966;0,001183431952662722
абонент;0,002635046113306983;0,001183431952662722
абонента;0,002635046113306983;0,001183431952662722
абонентов;0,0013175230566534915;0,004733727810650888
абсолютно;0,003952569169960474;0,001183431952662722
аваларр;0,0013175230566534915;0,002366863905325444
августа;0,002635046113306983;0,001183431952662722
августовского;0,002635046113306983;0,001183431952662722
авиабилетов;0,002635046113306983;0,001183431952662722
австралии;0,002635046113306983;0,001183431952662722
автобус;0,0013175230566534915;0,0035502958579881655
автобуса;0,0013175230566534915;0,002366863905325444
автобусе;0,0013175230566534915;0,0035502958579881655
автобусной;0,0013175230566534915;0,004733727810650888
автобусов;0,0013175230566534915;0,002366863905325444
автостоянки;0,0013175230566534915;0,002366863905325444
ага;0,0013175230566534915;0,004733727810650888
агентом;0,002635046113306983;0,001183431952662722
адама;0,003952569169960474;0,001183431952662722
аддамсфа;0,003952569169960474;0,001183431952662722
администратора;0,0013175230566534915;0,0035502958579881655
адрес;0,007905138339920948;0,005917159763313609
адресом;0,005270092226613966;0,001183431952662722
адресу;0,006587615283267457;0,001183431952662722
адриану;0,002635046113306983;0,001183431952662722
азии;0,002635046113306983;0,001183431952662722
айпады;0,0013175230566534915;0,002366863905325444
айя;0,0013175230566534915;0,0035502958579881655
айяр;0,0013175230566534915;0,002366863905325444
акк;0,0013175230566534915;0,002366863905325444
аккаунт;0,002635046113306983;0,002366863905325444
аккаунта;0,0013175230566534915;0,002366863905325444
аккаунте;0,002635046113306983;0,001183431952662722
актер;0,0013175230566534915;0,002366863905325444
активировать;0,002635046113306983;0,001183431952662722
активируйте;0,007905138339920948;0,002366863905325444
акции;0,002635046113306983;0,001183431952662722
акция;0,005270092226613966;0,001183431952662722
ал;0,0013175230566534915;0,002366863905325444
алгарве;0,003952569169960474;0,001183431952662722
алекс;0,0013175230566534915;0,002366863905325444
алиби;0,0013175230566534915;0,002366863905325444
алкоголь;0,0013175230566534915;0,002366863905325444
алкоголя;0,0013175230566534915;0,002366863905325444
